id,family_name,given_name,birthdate,gender,phone,registration_date,area_id,area_id/id,bank_ids,bank_ids/id,bank_ids/acc_number,bank_ids/bank_id/name,bank_ids/bank_id/id,reg_ids/id,reg_ids/value,reg_ids/id_type/name,reg_ids/id_type/id,z_cst_indv_disability_level,z_cst_indv_cyclone_aug_2022_injured,z_cst_indv_cyclone_aug_2022_lost_primary_source_income,z_cst_indv_cyclone_aug_2022_lost_livestock,z_cst_indv_receive_government_benefits,individual_membership_ids/id,individual_membership_ids/kind/id,individual_membership_ids/kind/name,individual_membership_ids/group/id
__export__.res_partner_701_7be89b3b,Pradana,Intan,2007-07-02,Female,,2022-08-20,,,,,,,,,,,,0,FALSE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_514_76956ebd,,,__export__.res_partner_698_29afcdc5
__export__.res_partner_381_505dc531,Pranowo,Intan,1932-09-08,Female,+62 (882) 897 7719,2022-09-01,,,672555378 - slcb,__export__.res_partner_bank_284_b12f1aa7,672555378,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_261_dfee28da,,,__export__.res_partner_378_98f06f16
__export__.res_partner_93_fd667dcf,Prasetya,Intan,1939-04-19,Female,+62 (695) 719 9274,2022-08-26,,,539436257 - slcb,__export__.res_partner_bank_43_ad2848f6,539436257,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_35_70468975,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_92_730eefe1
__export__.res_partner_154_2401c638,Puspita,Intan,1954-05-27,Female,+62 (086) 169 6740,2022-09-03,,,484003713 - slcb,__export__.res_partner_bank_98_1cf702f1,484003713,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_84_a5526258,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_152_b336999f
__export__.res_partner_659_2b333c03,Pratama,Ira,1935-10-09,Female,+62-969-890-0426,2022-08-31,,,824244246 - slcb,__export__.res_partner_bank_513_599e28a7,824244246,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_481_4fcd7a52,,,__export__.res_partner_656_f43e2bbe
__export__.res_partner_192_f79c64a4,Tamba,Ira,1970-12-31,Female,+62 (99) 003-0423,2022-08-31,,,32383279 - slcb,__export__.res_partner_bank_129_a7c893a9,32383279,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,TRUE,__export__.g2p_group_membership_114_bfa98b94,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_189_efa95a23
__export__.res_partner_446_05f5ce5b,Usada,Ira,1950-10-04,Female,+62 (76) 243-0327,2022-09-11,,,471235407 - slcb,__export__.res_partner_bank_337_2b5b6cf3,471235407,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,TRUE,__export__.g2p_group_membership_312_658711e8,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_445_d4a0674e
__export__.res_partner_419_f234e3d4,Hidayat,Iriana,2017-11-13,Female,,2022-08-26,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_291_54edfa0a,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_416_baaaa7be
__export__.res_partner_710_4793ceff,Narpati,Irma,2013-07-28,Female,,2022-09-09,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_521_c7294d9d,,,__export__.res_partner_708_0681485d
__export__.res_partner_569_6c7a99ef,Uwais,Irma,2006-01-22,Female,,2022-08-24,,,,,,,,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_409_7ee61bee,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_566_48b2a894
__export__.res_partner_206_8f174436,Widiastuti,Irma,1954-01-18,Female,083 935 2369,2022-09-14,,,554346607 - slcb,__export__.res_partner_bank_141_22af2481,554346607,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_123_00f69d39,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_205_785ef909
__export__.res_partner_90_11c827d0,Yuliarti,Irnanto,1958-11-02,Male,+62 (0920) 364-9156,2022-08-23,,,577440365 - slcb,__export__.res_partner_bank_40_aadf0c1e,577440365,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_33_4c73dca1,,,__export__.res_partner_88_d010832c
__export__.res_partner_519_9a91c802,Budiyanto,Irwan,2019-02-21,Male,,2022-08-27,,,,,,,,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_371_11215c5b,,,__export__.res_partner_515_99cdaa26
__export__.res_partner_607_bb9c7fd0,Putra,Jaeman,1986-08-24,Male,+62 (0097) 467-8854,2022-09-06,,,810834347 - slcb,__export__.res_partner_bank_470_4218557c,810834347,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_438_75b38b02,,,__export__.res_partner_603_888347b7
__export__.res_partner_115_995cbd70,Astuti,Jagapati,2000-09-23,Male,+62 (47) 172 6960,2022-09-06,,,426779943 - slcb,__export__.res_partner_bank_64_447c5039,426779943,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_53_e49af1ec,,,__export__.res_partner_112_614c40ec
__export__.res_partner_431_b5f17301,Laksita,Jagapati,2022-03-14,Male,,2022-09-14,,,,,,,,,,,,0,TRUE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_300_bd46452e,,,__export__.res_partner_429_c2bf5335
__export__.res_partner_139_5ecd0e6e,Haryanto,Jaiman,2003-08-30,Male,+62 (012) 958-1212,2022-08-23,,,958118645 - slcb,__export__.res_partner_bank_85_af52c246,958118645,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_73_7d9d7438,,,__export__.res_partner_133_a90b5793
__export__.res_partner_578_63d9cb0c,Hastuti,Jaka,2021-12-18,Male,(0623) 751 4025,2022-09-12,,,304271763 - slcb,__export__.res_partner_bank_447_94c63dc6,304271763,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_416_9d8b7897,,,__export__.res_partner_575_a3391e39
__export__.res_partner_280_173deb5e,Maryadi,Jaka,1924-09-19,Male,+62-72-231-4627,2022-09-01,,,1585158 - slcb,__export__.res_partner_bank_199_e787916c,1585158,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_181_bf86c139,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_279_1e32a461
__export__.res_partner_676_1bd764f9,Wahyudin,Jaka,1982-06-30,Male,+62 (0681) 736-3912,2022-09-11,,,379621898 - slcb,__export__.res_partner_bank_526_54dcad77,379621898,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_495_30941cdc,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_674_332d7263
__export__.res_partner_531_33daa6d2,Waluyo,Jamalia,2021-10-06,Female,(0219) 511-8640,2022-09-05,,,822960981 - slcb,__export__.res_partner_bank_411_a0ed868f,822960981,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_380_dbf6b15e,,,__export__.res_partner_528_6e1b18a6
__export__.res_partner_688_c26786e9,Wulandari,Jamalia,2021-12-28,Female,+62 (050) 405 0887,2022-09-07,,,994907981 - slcb,__export__.res_partner_bank_535_1f0d7f10,994907981,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_505_d37b2054,,,__export__.res_partner_686_2d7c3d46
__export__.res_partner_646_eafebcd0,Sihotang,Jamil,1953-09-24,Male,+62-0620-544-8034,2022-09-14,,,404321405 - slcb,__export__.res_partner_bank_502_5176c24b,404321405,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_470_c43cb259,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_645_7b1b22a8
__export__.res_partner_717_70cbbc8f,Dabukke,Jane,2016-08-22,Female,,2022-09-11,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_526_388a8ff7,,,__export__.res_partner_715_1d988059
__export__.res_partner_157_4c812642,Usamah,Jane,1931-03-21,Female,+62-001-208-6507,2022-09-11,,,814213349 - slcb,__export__.res_partner_bank_100_2c4791d7,814213349,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_86_4450a5ea,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_156_714d073b
__export__.res_partner_753_d22ed8fb,Januar,Janet,1940-09-23,Female,(018) 088 9663,2022-08-26,,,866960585 - slcb,__export__.res_partner_bank_594_1ce9f8a6,866960585,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_554_a57422df,,,__export__.res_partner_750_4db345fb
__export__.res_partner_175_41582433,Haryanti,Jarwi,1965-02-12,Male,+62 (0290) 220-9321,2022-08-21,,,252585885 - slcb,__export__.res_partner_bank_115_b0242f41,252585885,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_101_e47ab531,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_174_c051e580
__export__.res_partner_681_6bb98317,Maryadi,Jarwi,2021-12-19,Male,+62 (85) 100-4428,2022-08-31,,,225788910 - slcb,__export__.res_partner_bank_530_f577dc21,225788910,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_499_e85cca0c,,,__export__.res_partner_678_25ee2085
__export__.res_partner_258_5f2c5cb8,Gunawan,Jasmin,1980-04-29,Female,(065) 785-6110,2022-08-26,,,5282907 - slcb,__export__.res_partner_bank_179_e7f1b11e,5282907,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_165_d0637d89,,,__export__.res_partner_252_09706667
__export__.res_partner_165_58e19b8d,Laksita,Jasmin,2022-08-01,Female,+62-91-579-3200,2022-08-30,,,474566389 - slcb,__export__.res_partner_bank_106_134c25f5,474566389,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_93_d72f49c2,,,__export__.res_partner_161_b580929a
__export__.res_partner_78_be4f9af0,Pradana,Jasmin,1990-05-20,Female,+62-053-787-1933,2022-09-12,,,939185408 - slcb,__export__.res_partner_bank_29_3de7594d,939185408,slcb,__export__.res_bank_5_097dd3b8,,,,,42,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_24_52f837b2,,,__export__.res_partner_74_7ea8adf4
__export__.res_partner_104_8d09221c,Tarihoran,Jasmin,1960-01-11,Female,+62-0762-346-1606,2022-09-01,,,317707960 - slcb,__export__.res_partner_bank_54_6e911918,317707960,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_44_fe8a8d6d,,,__export__.res_partner_101_760a9b64
__export__.res_partner_462_1b9673e1,Mansur,Jaswadi,2006-05-12,Male,,2022-08-29,,,,,,,,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_325_b55da357,,,__export__.res_partner_459_c43487a6
__export__.res_partner_257_b0cb229f,Gunawan,Jefri,1963-04-03,Male,0880903017,2022-08-26,,,371717596 - slcb,__export__.res_partner_bank_178_182be569,371717596,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_164_1edf86a3,,,__export__.res_partner_252_09706667
__export__.res_partner_725_4b1735fc,Maheswara,Jelita,2022-01-29,Female,+62 (0607) 046 2553,2022-08-28,,,204668202 - slcb,__export__.res_partner_bank_569_4909feab,204668202,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_533_58db4ca1,,,__export__.res_partner_723_ecee81c9
__export__.res_partner_349_9b659a6e,Yuniar,Jelita,1926-05-03,Female,+62 (0983) 835-3675,2022-09-06,,,204410395 - slcb,__export__.res_partner_bank_256_9c546bf5,204410395,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_236_f5c8d916,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_346_987cd005
__export__.res_partner_300_7c539709,Pranowo,Jessica,1992-08-03,Female,(017) 742-0518,2022-08-21,,,379572664 - slcb,__export__.res_partner_bank_214_1309204a,379572664,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_196_bda4765f,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_299_0745bb31
__export__.res_partner_517_87bdae6f,Budiyanto,Jono,2022-09-02,Male,087 990 9247,2022-08-27,,,491583219 - slcb,__export__.res_partner_bank_399_179ca773,491583219,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_369_86171794,,,__export__.res_partner_515_99cdaa26
__export__.res_partner_216_63ae07ec,Gunawan,Jono,2019-02-24,Male,,2022-09-16,,,,,,,,,,,,0,FALSE,TRUE,FALSE,TRUE,__export__.g2p_group_membership_131_aa984f03,,,__export__.res_partner_213_4d118f0b
__export__.res_partner_626_c0f88f42,Laksmiwati,Jono,2021-11-15,Male,+62-0591-880-0675,2022-08-30,,,924506898 - slcb,__export__.res_partner_bank_484_0f99cea4,924506898,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_454_f58e6643,,,__export__.res_partner_619_9fa0d7a0
__export__.res_partner_654_41914cd5,Mahendra,Juli,2017-09-27,Female,,2022-08-26,,,,,,,,,,,,0,FALSE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_477_f92ea932,,,__export__.res_partner_652_345eccc0
__export__.res_partner_286_cc793b89,Suryatmi,Juli,2022-01-12,Female,(0644) 074 8558,2022-08-19,,,339846682 - slcb,__export__.res_partner_bank_204_e88dd6b3,339846682,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_186_835f7ad7,,,__export__.res_partner_283_57fbb3d7
__export__.res_partner_169_f90a957e,Uwais,Juli,2021-09-22,Female,086 566 5265,2022-08-30,,,987881584 - slcb,__export__.res_partner_bank_110_90bbdaa9,987881584,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_96_d8640f9c,,,__export__.res_partner_166_fb7f0e51
__export__.res_partner_449_d472c772,Damanik,Julia,1942-12-05,Female,+62 (83) 103 4676,2022-09-11,,,134019383 - slcb,__export__.res_partner_bank_340_86dbd1dd,134019383,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_315_a75683e3,,,__export__.res_partner_445_d4a0674e
__export__.res_partner_666_cef1ec92,Suryono,Jumadi,1939-01-31,Male,+62 (269) 872-5584,2022-09-08,,,541187752 - slcb,__export__.res_partner_bank_519_cd3f7c0b,541187752,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_487_b80c875e,,,__export__.res_partner_663_609e5452
__export__.res_partner_556_463c2b07,Tampubolon,Jumadi,1985-09-22,Male,0883555141,2022-09-03,,,716787834 - slcb,__export__.res_partner_bank_431_6ff43c90,716787834,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_399_169245d7,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_553_4fa17551
__export__.res_partner_322_60861134,Saputra,Jumari,2016-09-16,Male,,2022-08-23,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_214_889197e5,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_320_3587382e
__export__.res_partner_171_5713bf10,Rahmawati,Kacung,1961-09-11,Male,+62-937-549-5462,2022-08-30,,,134574645 - slcb,__export__.res_partner_bank_112_9eadc3eb,134574645,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_98_4dc2f33b,,,__export__.res_partner_166_fb7f0e51
__export__.res_partner_587_bb1899fd,Hasanah,Kairav,2006-09-06,Male,,2022-09-14,,,,,,,,,,,,70,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_423_4245fcbb,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_584_1edc574f
__export__.res_partner_202_98cd0b0f,Kusmawati,Kalim,1929-05-02,Male,(0979) 730-6026,2022-09-14,,,837809010 - slcb,__export__.res_partner_bank_137_a07bf86e,837809010,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_120_c327b36c,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_201_243350e8
__export__.res_partner_410_a4007da5,Uwais,Kalim,1974-04-22,Male,081 047 0632,2022-08-28,,,909394725 - slcb,__export__.res_partner_bank_306_6975f84e,909394725,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_284_0929a39e,,,__export__.res_partner_407_429041e9
__export__.res_partner_418_b4da9d34,Hidayat,Kamal,2022-07-14,Male,(0635) 637 7246,2022-08-26,,,486648519 - slcb,__export__.res_partner_bank_313_773fff34,486648519,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_290_d58cdc84,,,__export__.res_partner_416_baaaa7be
__export__.res_partner_430_88f25cc3,Jailani,Kamidin,1986-05-04,Male,+62 (78) 493-9140,2022-09-14,,,722063074 - slcb,__export__.res_partner_bank_323_2e1a740b,722063074,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_299_e33920ac,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_429_c2bf5335
__export__.res_partner_548_f4987e4a,Uwais,Kamidin,1952-01-05,Male,+62-060-892-2715,2022-08-21,,,378032407 - slcb,__export__.res_partner_bank_424_04b54cb7,378032407,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,TRUE,TRUE,FALSE,__export__.g2p_group_membership_393_e4934e15,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_547_d105d04e
__export__.res_partner_685_20a8e220,Maryadi,Kamila,2008-04-13,Female,,2022-08-31,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_503_2598104d,,,__export__.res_partner_678_25ee2085
__export__.res_partner_87_79bb0082,Irawan,Kanda,1969-04-01,Male,+62 (54) 538-6104,2022-08-28,,,27860655 - slcb,__export__.res_partner_bank_37_f4d00318,27860655,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_31_268ade4d,,,__export__.res_partner_84_90d8b8c8
__export__.res_partner_414_b868b19e,Prasetya,Kani,2021-09-24,Female,+62 (098) 042-2042,2022-09-10,,,709530060 - slcb,__export__.res_partner_bank_309_42b83623,709530060,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_287_ec1f2d21,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_412_6a685a69
__export__.res_partner_454_f1324c13,Putra,Kani,2022-06-13,Female,(086) 621 4013,2022-09-15,,,801130964 - slcb,__export__.res_partner_bank_345_37d2f801,801130964,slcb,__export__.res_bank_5_097dd3b8,,,,,0,TRUE,FALSE,FALSE,TRUE,__export__.g2p_group_membership_319_bf37c474,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_450_6b0fba9a
__export__.res_partner_470_aea9f821,Rahayu,Karen,1968-07-03,Female,0886888520,2022-09-08,,,306397506 - slcb,__export__.res_partner_bank_358_4c438320,306397506,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_331_fdf0c76d,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_469_89bc95a0
__export__.res_partner_345_a614fab1,Zulaika,Karen,2007-04-07,Female,,2022-08-25,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_233_83a7a6ec,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_341_49e435f5
__export__.res_partner_682_540d7159,Haryanto,Karja,1953-11-08,Male,+62 (079) 542 2928,2022-08-31,,,559176265 - slcb,__export__.res_partner_bank_531_deb42a0a,559176265,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_500_e4e95396,,,__export__.res_partner_678_25ee2085
__export__.res_partner_309_aae8be2f,Sihombing,Karman,1939-03-20,Male,(0203) 494-1871,2022-08-31,,,947690961 - slcb,__export__.res_partner_bank_221_12b4fa2f,947690961,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_203_cf384c99,,,__export__.res_partner_306_4b37657b
__export__.res_partner_529_95a9733b,Waluyo,Karta,1982-08-11,Male,(028) 354-5525,2022-09-05,,,913630902 - slcb,__export__.res_partner_bank_409_230bde2e,913630902,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_378_59bba655,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_528_6e1b18a6
__export__.res_partner_638_54abe1a7,Mayasari,Kasiran,2022-08-08,Male,+62 (094) 831 5718,2022-08-28,,,537668482 - slcb,__export__.res_partner_bank_494_fe4eb539,537668482,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_464_505282eb,,,__export__.res_partner_634_124da1e4
__export__.res_partner_438_6e8ad48a,Sinaga,Kasiran,2022-03-09,Male,0802956016,2022-08-30,,,786053636 - slcb,__export__.res_partner_bank_330_f1ef2728,786053636,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_306_aff3f83a,,,__export__.res_partner_433_fcd5f51a
__export__.res_partner_368_2eeee255,Gunawan,Kasiyah,2006-12-11,Female,,2022-09-14,,,,,,,,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_251_13aff6c3,,,__export__.res_partner_365_bd747962
__export__.res_partner_426_1bc86b16,Novitasari,Kasiyah,1923-06-27,Female,0832202356,2022-09-01,,,300751132 - slcb,__export__.res_partner_bank_319_16ff7fee,300751132,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_296_80d05249,,,__export__.res_partner_422_c70ebb2d
__export__.res_partner_664_852019fd,Suryono,Kayla,1984-11-04,Female,(017) 122-2328,2022-09-08,,,743019118 - slcb,__export__.res_partner_bank_517_86084f16,743019118,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_485_1683fd04,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_663_609e5452
__export__.res_partner_273_b3ff12f6,Safitri,Kayun,1944-07-08,Male,+62 (024) 802-8962,2022-09-14,,,892136670 - slcb,__export__.res_partner_bank_192_fc57466f,892136670,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_176_37965f4e,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_272_8b15b4c4
__export__.res_partner_423_5a97b2c8,Novitasari,Kenari,1927-12-11,Male,+62-58-525-1430,2022-09-01,,,445940568 - slcb,__export__.res_partner_bank_317_97eb3c31,445940568,slcb,__export__.res_bank_5_097dd3b8,,,,,35,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_293_78d23b37,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_422_c70ebb2d
__export__.res_partner_240_ee5b147d,Waluyo,Kezia,2018-04-23,Female,,2022-09-02,,,,,,,,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_150_3b3ac6a8,,,__export__.res_partner_235_ffc544a2
__export__.res_partner_518_c76332f9,Budiyanto,Kiandra,2012-04-07,Female,,2022-08-27,,,,,,,,,,,,0,FALSE,FALSE,TRUE,FALSE,__export__.g2p_group_membership_370_fc246374,,,__export__.res_partner_515_99cdaa26
__export__.res_partner_270_b56d26e5,Hartati,Kiandra,2021-12-03,Female,+62-618-676-5576,2022-08-26,,,626574178 - slcb,__export__.res_partner_bank_189_bfcc032c,626574178,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_174_6bea8880,g2p_registry_membership.group_membership_kind_principal,,__export__.res_partner_268_2d0b04ae
__export__.res_partner_153_0bf15f62,Puspita,Kuncara,1927-10-26,Male,+62 (0599) 847-1940,2022-09-03,,,844941995 - slcb,__export__.res_partner_bank_97_6950da23,844941995,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,TRUE,__export__.g2p_group_membership_83_29b80d69,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_152_b336999f
__export__.res_partner_370_784d7947,Waskita,Kusuma,1977-01-31,Male,+62 (0492) 805 9877,2022-09-10,,,95002431 - slcb,__export__.res_partner_bank_273_1e796b0b,95002431,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,TRUE,FALSE,FALSE,__export__.g2p_group_membership_252_ff3d0963,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_369_0e9bc81d
__export__.res_partner_397_3b784e8d,Hutagalung,Labuh,1953-01-16,Male,+62-54-561-0181,2022-09-11,,,993922784 - slcb,__export__.res_partner_bank_296_3b225e45,993922784,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_274_bc5aabde,g2p_registry_membership.group_membership_kind_head,,__export__.res_partner_396_ebe12de4
__export__.res_partner_612_cded6cb8,Samosir,Labuh,1954-09-30,Male,+62 (08) 070 9804,2022-09-09,,,163419005 - slcb,__export__.res_partner_bank_475_473a42f4,163419005,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_442_c835e63a,,,__export__.res_partner_610_4a34b676
__export__.res_partner_705_d3770551,Situmorang,Labuh,2022-08-23,Male,(0179) 900 8151,2022-09-01,,,385034749 - slcb,__export__.res_partner_bank_551_568d9b6f,385034749,slcb,__export__.res_bank_5_097dd3b8,,,,,0,FALSE,FALSE,FALSE,FALSE,__export__.g2p_group_membership_517_ee2f3bd7,,,__export__.res_partner_703_ed4b0975
